channel,electrode,x,y,stim,stim_unit,pad_id
665,7193,2677.5,560.0,False,,144.0
673,6316,2730.0,490.0,False,,162.0
681,6972,2660.0,542.5,False,,144.0
689,6317,2747.5,490.0,False,,162.0
693,7857,2747.5,612.5,False,,160.0
721,10703,2502.5,840.0,False,,105.0
737,7637,2747.5,595.0,False,,160.0
809,7856,2730.0,612.5,False,,160.0
817,6318,2765.0,490.0,False,,162.0
841,7177,2397.5,560.0,False,,93.0
885,7192,2660.0,560.0,False,,144.0
896,10923,2502.5,857.5,False,,105.0
921,10702,2485.0,840.0,False,,105.0
951,10922,2485.0,857.5,True,31,105.0
989,7178,2415.0,560.0,False,,93.0
