channel,electrode,x,y,stim,stim_unit,pad_id
425,3486,3255.0,262.5,False,,255.0
557,3487,3272.5,262.5,False,,255.0
613,3485,3237.5,262.5,False,,255.0
633,2595,3062.5,192.5,True,20,225.0
637,2594,3045.0,192.5,False,,225.0
701,3266,3255.0,245.0,False,,255.0
885,4075,2012.5,315.0,False,,12.0
905,5614,1995.0,437.5,False,,10.0
933,4073,1977.5,315.0,False,,12.0
964,5613,1977.5,437.5,False,,10.0
969,3854,1995.0,297.5,False,,12.0
977,5394,1995.0,420.0,False,,10.0
1008,3194,1995.0,245.0,False,,13.0
1017,3414,1995.0,262.5,False,,13.0
