channel,electrode,x,y,stim,stim_unit,pad_id
642,19227,1522.5,1522.5,False,,1552.0
662,21208,1540.0,1680.0,False,,1549.0
714,20547,1522.5,1627.5,False,,1550.0
718,22307,1522.5,1767.5,False,,1548.0
774,20768,1540.0,1645.0,False,,1550.0
782,19888,1540.0,1575.0,False,,1551.0
794,19228,1540.0,1522.5,False,,1552.0
830,19008,1540.0,1505.0,False,,1552.0
838,21427,1522.5,1697.5,False,,1549.0
842,22088,1540.0,1750.0,False,,1548.0
870,19887,1522.5,1575.0,False,,1551.0
874,20548,1540.0,1627.5,False,,1550.0
886,22087,1522.5,1750.0,False,,1548.0
938,21428,1540.0,1697.5,False,,1549.0
994,20767,1522.5,1645.0,True,15,1550.0
1002,19007,1522.5,1505.0,False,,1552.0
