channel,electrode,x,y,stim,stim_unit,pad_id
1,14943,3552.5,1172.5,False,,416.0
9,14947,3622.5,1172.5,False,,417.0
13,14724,3570.0,1155.0,False,,416.0
21,14716,3430.0,1155.0,False,,414.0
35,14937,3447.5,1172.5,False,,414.0
37,14731,3692.5,1155.0,False,,418.0
39,14950,3675.0,1172.5,False,,418.0
43,14723,3552.5,1155.0,True,24,416.0
47,14946,3605.0,1172.5,False,,417.0
65,14730,3675.0,1155.0,False,,418.0
75,14940,3500.0,1172.5,False,,415.0
93,14951,3692.5,1172.5,False,,418.0
127,14721,3517.5,1155.0,False,,415.0
201,14727,3622.5,1155.0,False,,417.0
255,14944,3570.0,1172.5,False,,416.0
