channel,electrode,x,y,stim,stim_unit,pad_id
799,23013,2327.5,1820.0,False,,733.0
803,22133,2327.5,1750.0,False,,734.0
807,21472,2310.0,1697.5,True,30,735.0
851,19713,2327.5,1557.5,False,,737.0
863,20593,2327.5,1627.5,False,,736.0
895,21473,2327.5,1697.5,False,,735.0
899,20813,2327.5,1645.0,False,,736.0
915,19932,2310.0,1575.0,False,,737.0
943,19933,2327.5,1575.0,False,,737.0
979,23012,2310.0,1820.0,False,,733.0
987,21253,2327.5,1680.0,False,,735.0
991,22793,2327.5,1802.5,False,,733.0
1019,22353,2327.5,1767.5,False,,734.0
