channel,electrode,x,y,stim,stim_unit,pad_id
642,22098,1715.0,1750.0,False,,1582.0
798,21218,1715.0,1680.0,False,,1583.0
810,24298,1715.0,1925.0,False,,1579.0
894,23637,1697.5,1872.5,False,,1580.0
899,21217,1697.5,1680.0,False,,1583.0
903,22097,1697.5,1750.0,False,,1582.0
907,22977,1697.5,1820.0,False,,1581.0
911,23638,1715.0,1872.5,False,,1580.0
919,22758,1715.0,1802.5,True,31,1581.0
978,24297,1697.5,1925.0,False,,1579.0
982,21437,1697.5,1697.5,False,,1583.0
990,22317,1697.5,1767.5,False,,1582.0
1022,24517,1697.5,1942.5,False,,1579.0
