channel,electrode,x,y,stim,stim_unit,pad_id
21,11214,3745.0,875.0,False,,381.0
31,11424,3570.0,892.5,False,,384.0
41,11657,3797.5,910.0,False,,380.0
43,11643,3552.5,910.0,False,,384.0
45,11653,3727.5,910.0,False,,381.0
47,11647,3622.5,910.0,False,,383.0
49,11430,3675.0,892.5,False,,382.0
53,11426,3605.0,892.5,False,,383.0
57,11434,3745.0,892.5,False,,381.0
69,11644,3570.0,910.0,False,,384.0
97,11427,3622.5,892.5,False,,383.0
105,11431,3692.5,892.5,True,23,382.0
193,11654,3745.0,910.0,False,,381.0
201,11650,3675.0,910.0,False,,382.0
233,11433,3727.5,892.5,False,,381.0
237,11437,3797.5,892.5,False,,380.0
241,11438,3815.0,892.5,False,,380.0
