channel,electrode,x,y,stim,stim_unit,pad_id
89,12481,2817.5,980.0,False,,171.0
245,12262,2835.0,962.5,False,,171.0
629,12482,2835.0,980.0,False,,171.0
645,1033,2677.5,70.0,False,,152.0
665,1917,2747.5,140.0,False,,168.0
725,13118,2415.0,1032.5,False,,85.0
813,12261,2817.5,962.5,False,,171.0
837,4758,2415.0,367.5,False,,96.0
865,4757,2397.5,367.5,True,18,96.0
873,1697,2747.5,122.5,False,,168.0
881,4978,2415.0,385.0,False,,96.0
885,1916,2730.0,140.0,False,,168.0
965,13117,2397.5,1032.5,False,,85.0
1013,1032,2660.0,70.0,False,,152.0
