channel,electrode,x,y,stim,stim_unit,pad_id
137,4163,3552.5,315.0,False,,285.0
165,1963,3552.5,140.0,False,,288.0
181,2843,3552.5,210.0,False,,287.0
209,3942,3535.0,297.5,False,,285.0
273,3283,3552.5,245.0,False,,286.0
289,2622,3535.0,192.5,True,22,287.0
317,1742,3535.0,122.5,False,,288.0
345,2623,3552.5,192.5,False,,287.0
365,4382,3535.0,332.5,False,,285.0
369,3502,3535.0,262.5,False,,286.0
389,1083,3552.5,70.0,False,,289.0
397,4162,3535.0,315.0,False,,285.0
425,1082,3535.0,70.0,False,,289.0
429,1962,3535.0,140.0,False,,288.0
433,2842,3535.0,210.0,False,,287.0
545,1302,3535.0,87.5,False,,289.0
553,2182,3535.0,157.5,False,,288.0
597,3503,3552.5,262.5,False,,286.0
601,1303,3552.5,87.5,False,,289.0
605,3282,3535.0,245.0,False,,286.0
609,3722,3535.0,280.0,False,,286.0
