channel,electrode,x,y,stim,stim_unit,pad_id
7,18471,3692.5,1452.5,False,,464.0
35,18250,3675.0,1435.0,True,24,464.0
39,18473,3727.5,1452.5,False,,465.0
43,18477,3797.5,1452.5,False,,466.0
51,18251,3692.5,1435.0,False,,464.0
55,18474,3745.0,1452.5,False,,465.0
59,18478,3815.0,1452.5,False,,466.0
75,18244,3570.0,1435.0,False,,462.0
83,18246,3605.0,1435.0,False,,463.0
87,18463,3552.5,1452.5,False,,462.0
91,18467,3622.5,1452.5,False,,463.0
167,18464,3570.0,1452.5,False,,462.0
207,18254,3745.0,1435.0,False,,465.0
243,18243,3552.5,1435.0,False,,462.0
247,18470,3675.0,1452.5,False,,464.0
251,18247,3622.5,1435.0,False,,463.0
267,18253,3727.5,1435.0,False,,465.0
271,18257,3797.5,1435.0,False,,466.0
