channel,electrode,x,y,stim,stim_unit,pad_id
4,9257,297.5,735.0,False,,1175.0
6,9464,70.0,752.5,False,,1171.0
10,9468,140.0,752.5,False,,1172.0
80,9474,245.0,752.5,False,,1174.0
84,9683,52.5,770.0,False,,1171.0
88,9691,192.5,770.0,False,,1173.0
92,9684,70.0,770.0,False,,1171.0
96,9473,227.5,752.5,False,,1174.0
104,9258,315.0,735.0,False,,1175.0
124,9694,245.0,770.0,False,,1174.0
144,9467,122.5,752.5,False,,1172.0
148,9690,175.0,770.0,True,5,1173.0
152,9463,52.5,752.5,False,,1171.0
200,9247,122.5,735.0,False,,1172.0
240,9471,192.5,752.5,False,,1173.0
244,9475,262.5,752.5,False,,1174.0
248,9254,245.0,735.0,False,,1174.0
