channel,electrode,x,y,stim,stim_unit,pad_id
647,20827,2572.5,1645.0,False,,685.0
771,19067,2572.5,1505.0,False,,687.0
803,22147,2572.5,1750.0,False,,683.0
807,21267,2572.5,1680.0,False,,684.0
815,20608,2590.0,1627.5,False,,685.0
819,19947,2572.5,1575.0,False,,686.0
847,22367,2572.5,1767.5,False,,683.0
851,21487,2572.5,1697.5,False,,684.0
895,19068,2590.0,1505.0,False,,687.0
927,20607,2572.5,1627.5,True,31,685.0
935,22148,2590.0,1750.0,False,,683.0
979,21268,2590.0,1680.0,False,,684.0
999,19287,2572.5,1522.5,False,,687.0
