channel,electrode,x,y,stim,stim_unit,pad_id
407,18430,2975.0,1452.5,False,,609.0
595,26127,2922.5,2065.0,False,,612.0
627,19091,2992.5,1505.0,False,,608.0
635,17550,2975.0,1382.5,True,28,610.0
675,17551,2992.5,1382.5,False,,610.0
679,18431,2992.5,1452.5,False,,609.0
711,17770,2975.0,1400.0,False,,610.0
715,18650,2975.0,1470.0,False,,609.0
719,16890,2975.0,1330.0,False,,611.0
727,25906,2905.0,2047.5,False,,612.0
731,19310,2975.0,1522.5,False,,608.0
735,16891,2992.5,1330.0,False,,611.0
739,17771,2992.5,1400.0,False,,610.0
771,19090,2975.0,1505.0,False,,608.0
779,19311,2992.5,1522.5,False,,608.0
815,25907,2922.5,2047.5,False,,612.0
827,26126,2905.0,2065.0,False,,612.0
