channel,electrode,x,y,stim,stim_unit,pad_id
394,21159,682.5,1680.0,False,,1384.0
398,23359,682.5,1855.0,True,11,1381.0
430,24899,682.5,1977.5,False,,1379.0
442,25118,665.0,1995.0,False,,1379.0
446,24238,665.0,1925.0,False,,1380.0
554,23579,682.5,1872.5,False,,1381.0
578,21158,665.0,1680.0,False,,1384.0
586,22699,682.5,1802.5,False,,1382.0
594,21378,665.0,1697.5,False,,1384.0
598,24898,665.0,1977.5,False,,1379.0
630,24458,665.0,1942.5,False,,1380.0
722,22698,665.0,1802.5,False,,1382.0
726,24239,682.5,1925.0,False,,1380.0
730,23578,665.0,1872.5,False,,1381.0
