channel,electrode,x,y,stim,stim_unit,pad_id
93,12477,2747.5,980.0,False,,154.0
681,13133,2677.5,1032.5,False,,136.0
685,4983,2502.5,385.0,False,,113.0
741,12476,2730.0,980.0,False,,154.0
769,1913,2677.5,140.0,False,,151.0
809,4762,2485.0,367.5,True,18,113.0
835,13132,2660.0,1032.5,False,,136.0
841,12257,2747.5,962.5,False,,154.0
845,1692,2660.0,122.5,False,,151.0
861,1017,2397.5,70.0,False,,101.0
865,4763,2502.5,367.5,False,,113.0
1005,1912,2660.0,140.0,False,,151.0
1017,1693,2677.5,122.5,False,,151.0
