channel,electrode,x,y,stim,stim_unit,pad_id
866,20794,1995.0,1645.0,False,,804.0
886,21453,1977.5,1697.5,False,,803.0
899,21234,1995.0,1680.0,False,,803.0
903,22114,1995.0,1750.0,False,,802.0
907,22994,1995.0,1820.0,False,,801.0
927,21454,1995.0,1697.5,True,31,803.0
931,22334,1995.0,1767.5,False,,802.0
943,20573,1977.5,1627.5,False,,804.0
978,19913,1977.5,1575.0,False,,805.0
995,22993,1977.5,1820.0,False,,801.0
1003,22113,1977.5,1750.0,False,,802.0
1007,22774,1995.0,1802.5,False,,801.0
1010,20574,1995.0,1627.5,False,,804.0
1022,19914,1995.0,1575.0,False,,805.0
