channel,electrode,x,y,stim,stim_unit,pad_id
25,9007,3622.5,700.0,False,,350.0
29,9003,3552.5,700.0,False,,351.0
41,8784,3570.0,682.5,False,,351.0
113,9017,3797.5,700.0,False,,347.0
117,9013,3727.5,700.0,False,,348.0
121,8790,3675.0,682.5,False,,349.0
125,8786,3605.0,682.5,False,,350.0
129,8791,3692.5,682.5,False,,349.0
145,8570,3675.0,665.0,True,22,349.0
161,8793,3727.5,682.5,False,,348.0
165,8797,3797.5,682.5,False,,347.0
169,8798,3815.0,682.5,False,,347.0
205,9010,3675.0,700.0,False,,349.0
209,8783,3552.5,682.5,False,,351.0
253,8794,3745.0,682.5,False,,348.0
261,9014,3745.0,700.0,False,,348.0
