channel,electrode,x,y,stim,stim_unit,pad_id
20,8824,420.0,700.0,False,,1167.0
30,8608,490.0,682.5,False,,1168.0
84,9683,52.5,770.0,False,,1171.0
88,9247,122.5,735.0,False,,1172.0
92,9684,70.0,770.0,False,,1171.0
96,9464,70.0,752.5,False,,1171.0
104,9468,140.0,752.5,False,,1172.0
144,9467,122.5,752.5,False,,1172.0
152,9463,52.5,752.5,False,,1171.0
176,8604,420.0,682.5,False,,1167.0
220,8605,437.5,682.5,False,,1167.0
524,8384,420.0,665.0,False,,1167.0
552,8607,472.5,682.5,False,,1168.0
596,8615,612.5,682.5,True,2,1170.0
628,8825,437.5,700.0,False,,1167.0
672,8614,595.0,682.5,False,,1170.0
708,8395,612.5,665.0,False,,1170.0
