channel,electrode,x,y,stim,stim_unit,pad_id
3,17567,3272.5,1382.5,False,,447.0
5,16713,3727.5,1312.5,False,,444.0
7,17347,3272.5,1365.0,False,,447.0
11,17563,3202.5,1382.5,False,,446.0
23,17570,3325.0,1382.5,False,,448.0
55,17343,3202.5,1365.0,True,25,446.0
67,17562,3185.0,1382.5,False,,446.0
71,17566,3255.0,1382.5,False,,447.0
87,16714,3745.0,1312.5,False,,444.0
91,16718,3815.0,1312.5,False,,445.0
95,16493,3727.5,1295.0,False,,444.0
123,16494,3745.0,1295.0,False,,444.0
159,16497,3797.5,1295.0,False,,445.0
207,16717,3797.5,1312.5,False,,445.0
559,17349,3307.5,1365.0,False,,448.0
615,17350,3325.0,1365.0,False,,448.0
631,17346,3255.0,1365.0,False,,447.0
747,17569,3307.5,1382.5,False,,448.0
