channel,electrode,x,y,stim,stim_unit,pad_id
135,22416,3430.0,1767.5,False,,539.0
267,25276,3430.0,1995.0,False,,535.0
323,25056,3430.0,1977.5,False,,535.0
339,22856,3430.0,1802.5,False,,538.0
391,23736,3430.0,1872.5,False,,537.0
395,24616,3430.0,1942.5,False,,536.0
399,25496,3430.0,2012.5,False,,535.0
515,25275,3412.5,1995.0,False,,535.0
523,23735,3412.5,1872.5,True,27,537.0
531,24615,3412.5,1942.5,False,,536.0
551,23737,3447.5,1872.5,False,,537.0
559,22196,3430.0,1750.0,False,,539.0
563,23956,3430.0,1890.0,False,,537.0
567,23076,3430.0,1820.0,False,,538.0
607,24396,3430.0,1925.0,False,,536.0
