channel,electrode,x,y,stim,stim_unit,pad_id
25,9644,3220.0,752.5,False,,367.0
55,10337,3797.5,805.0,False,,368.0
69,10777,3797.5,840.0,False,,368.0
73,10554,3745.0,822.5,False,,369.0
77,10550,3675.0,822.5,False,,370.0
81,10558,3815.0,822.5,True,24,368.0
109,9867,3272.5,770.0,False,,366.0
173,10551,3692.5,822.5,False,,370.0
177,10774,3745.0,840.0,False,,369.0
193,10334,3745.0,805.0,False,,369.0
201,10330,3675.0,805.0,False,,370.0
205,10553,3727.5,822.5,False,,369.0
209,10557,3797.5,822.5,False,,368.0
221,9423,3202.5,735.0,False,,367.0
233,9642,3185.0,752.5,False,,367.0
237,9646,3255.0,752.5,False,,366.0
537,9647,3272.5,752.5,False,,366.0
549,9866,3255.0,770.0,False,,366.0
565,9643,3202.5,752.5,False,,367.0
581,9426,3255.0,735.0,False,,366.0
