channel,electrode,x,y,stim,stim_unit,pad_id
643,18402,2485.0,1452.5,False,,705.0
647,19282,2485.0,1522.5,False,,704.0
787,19063,2502.5,1505.0,False,,704.0
803,15983,2502.5,1260.0,False,,708.0
807,17522,2485.0,1382.5,False,,706.0
819,16203,2502.5,1277.5,False,,708.0
835,16863,2502.5,1330.0,False,,707.0
841,15982,2485.0,1260.0,False,,708.0
843,17743,2502.5,1400.0,False,,706.0
847,17082,2485.0,1347.5,False,,707.0
851,16202,2485.0,1277.5,False,,708.0
859,17523,2502.5,1382.5,True,30,706.0
863,16862,2485.0,1330.0,False,,707.0
895,17742,2485.0,1400.0,False,,706.0
991,19062,2485.0,1505.0,False,,704.0
1019,18403,2502.5,1452.5,False,,705.0
