channel,electrode,x,y,stim,stim_unit,pad_id
105,16006,2905.0,1260.0,False,,625.0
659,17766,2905.0,1400.0,False,,623.0
663,17986,2905.0,1417.5,False,,623.0
687,26121,2817.5,2065.0,False,,627.0
691,16886,2905.0,1330.0,False,,624.0
699,25902,2835.0,2047.5,False,,627.0
703,16226,2905.0,1277.5,True,29,625.0
707,17106,2905.0,1347.5,False,,624.0
719,16887,2922.5,1330.0,False,,624.0
747,17546,2905.0,1382.5,False,,623.0
803,15346,2905.0,1207.5,False,,626.0
851,25901,2817.5,2047.5,False,,627.0
855,26122,2835.0,2065.0,False,,627.0
859,15566,2905.0,1225.0,False,,626.0
