channel,electrode,x,y,stim,stim_unit,pad_id
649,3438,2415.0,262.5,False,,98.0
665,1917,2747.5,140.0,True,19,168.0
809,13118,2415.0,1032.5,False,,85.0
833,3217,2397.5,245.0,False,,98.0
837,4758,2415.0,367.5,False,,96.0
853,2572,2660.0,192.5,False,,150.0
865,4757,2397.5,367.5,False,,96.0
873,1697,2747.5,122.5,False,,168.0
881,4978,2415.0,385.0,False,,96.0
885,1916,2730.0,140.0,False,,168.0
889,3218,2415.0,245.0,False,,98.0
965,13117,2397.5,1032.5,False,,85.0
1017,3437,2397.5,262.5,False,,98.0
1021,2573,2677.5,192.5,False,,150.0
