channel,electrode,x,y,stim,stim_unit,pad_id
16,8600,350.0,682.5,False,,1166.0
28,8381,367.5,665.0,False,,1166.0
96,8608,490.0,682.5,False,,1168.0
104,8598,315.0,682.5,False,,1165.0
120,8597,297.5,682.5,False,,1165.0
168,8605,437.5,682.5,False,,1167.0
176,8604,420.0,682.5,False,,1167.0
180,8824,420.0,700.0,True,6,1167.0
252,8601,367.5,682.5,False,,1166.0
524,8384,420.0,665.0,False,,1167.0
552,8607,472.5,682.5,False,,1168.0
596,8615,612.5,682.5,False,,1170.0
628,8825,437.5,700.0,False,,1167.0
672,8395,612.5,665.0,False,,1170.0
708,8614,595.0,682.5,False,,1170.0
