channel,electrode,x,y,stim,stim_unit,pad_id
27,18443,3202.5,1452.5,False,,574.0
39,18662,3185.0,1470.0,False,,574.0
55,19323,3202.5,1522.5,False,,573.0
95,18442,3185.0,1452.5,False,,574.0
99,19103,3202.5,1505.0,False,,573.0
111,19322,3185.0,1522.5,False,,573.0
435,25259,3132.5,1995.0,False,,576.0
527,25478,3115.0,2012.5,False,,576.0
531,24598,3115.0,1942.5,False,,577.0
607,24379,3132.5,1925.0,False,,577.0
611,25918,3115.0,2047.5,True,28,575.0
615,25038,3115.0,1977.5,False,,576.0
651,25258,3115.0,1995.0,False,,576.0
655,26138,3115.0,2065.0,False,,575.0
659,24378,3115.0,1925.0,False,,577.0
667,25919,3132.5,2047.5,False,,575.0
711,19102,3185.0,1505.0,False,,573.0
