channel,electrode,x,y,stim,stim_unit,pad_id
395,25474,3045.0,2012.5,False,,587.0
407,25255,3062.5,1995.0,False,,587.0
547,24594,3045.0,1942.5,True,28,588.0
551,23714,3045.0,1872.5,False,,589.0
555,22834,3045.0,1802.5,False,,590.0
631,26134,3045.0,2065.0,False,,586.0
635,24375,3062.5,1925.0,False,,588.0
639,23055,3062.5,1820.0,False,,590.0
695,25914,3045.0,2047.5,False,,586.0
711,23934,3045.0,1890.0,False,,589.0
719,23054,3045.0,1820.0,False,,590.0
723,23715,3062.5,1872.5,False,,589.0
727,24595,3062.5,1942.5,False,,588.0
731,22835,3062.5,1802.5,False,,590.0
771,25915,3062.5,2047.5,False,,586.0
775,25254,3045.0,1995.0,False,,587.0
779,24374,3045.0,1925.0,False,,588.0
