channel,electrode,x,y,stim,stim_unit,pad_id
637,5648,2590.0,437.5,False,,129.0
649,6532,2660.0,507.5,False,,145.0
661,6313,2677.5,490.0,False,,145.0
701,10263,2502.5,805.0,False,,106.0
709,4107,2572.5,315.0,False,,131.0
785,4108,2590.0,315.0,False,,131.0
793,10042,2485.0,787.5,True,18,106.0
837,10043,2502.5,787.5,False,,106.0
857,12247,2572.5,962.5,False,,120.0
879,12467,2572.5,980.0,False,,120.0
889,6312,2660.0,490.0,False,,145.0
997,5647,2572.5,437.5,False,,129.0
1021,12468,2590.0,980.0,False,,120.0
