channel,electrode,x,y,stim,stim_unit,pad_id
644,15492,1610.0,1225.0,False,,1574.0
810,17473,1627.5,1382.5,False,,1571.0
814,18353,1627.5,1452.5,False,,1570.0
846,17692,1610.0,1400.0,False,,1571.0
854,16812,1610.0,1330.0,False,,1572.0
858,18352,1610.0,1452.5,False,,1570.0
866,17472,1610.0,1382.5,False,,1571.0
882,16153,1627.5,1277.5,False,,1573.0
906,15272,1610.0,1207.5,False,,1574.0
922,16813,1627.5,1330.0,False,,1572.0
934,17032,1610.0,1347.5,True,15,1572.0
938,16152,1610.0,1277.5,False,,1573.0
964,15273,1627.5,1207.5,False,,1574.0
990,15933,1627.5,1260.0,False,,1573.0
