channel,electrode,x,y,stim,stim_unit,pad_id
650,25827,1522.5,2047.5,False,,1543.0
786,25168,1540.0,1995.0,False,,1544.0
794,24507,1522.5,1942.5,False,,1545.0
834,22968,1540.0,1820.0,False,,1547.0
842,23627,1522.5,1872.5,False,,1546.0
870,24288,1540.0,1925.0,False,,1545.0
874,22747,1522.5,1802.5,False,,1547.0
878,23408,1540.0,1855.0,False,,1546.0
882,24287,1522.5,1925.0,True,14,1545.0
886,25167,1522.5,1995.0,False,,1544.0
890,22967,1522.5,1820.0,False,,1547.0
894,23628,1540.0,1872.5,False,,1546.0
934,24948,1540.0,1977.5,False,,1544.0
942,25828,1540.0,2047.5,False,,1543.0
954,26047,1522.5,2065.0,False,,1543.0
1018,22748,1540.0,1802.5,False,,1547.0
1022,24508,1540.0,1942.5,False,,1545.0
