channel,electrode,x,y,stim,stim_unit,pad_id
514,20730,875.0,1645.0,False,,1420.0
574,21171,892.5,1680.0,False,,1419.0
626,23591,892.5,1872.5,False,,1416.0
650,22710,875.0,1802.5,False,,1417.0
658,23590,875.0,1872.5,False,,1416.0
698,20510,875.0,1627.5,False,,1420.0
738,22051,892.5,1750.0,True,12,1418.0
742,21390,875.0,1697.5,False,,1419.0
750,22711,892.5,1802.5,False,,1417.0
754,20511,892.5,1627.5,False,,1420.0
758,21170,875.0,1680.0,False,,1419.0
762,22930,875.0,1820.0,False,,1417.0
766,22050,875.0,1750.0,False,,1418.0
