channel,electrode,x,y,stim,stim_unit,pad_id
656,10873,1627.5,857.5,True,1,868.0
816,12412,1610.0,980.0,False,,866.0
848,11532,1610.0,910.0,False,,867.0
886,12192,1610.0,962.5,False,,866.0
909,9992,1610.0,787.5,False,,869.0
924,11533,1627.5,910.0,False,,867.0
928,10872,1610.0,857.5,False,,868.0
956,9333,1627.5,735.0,False,,870.0
960,12193,1627.5,962.5,False,,866.0
968,9993,1627.5,787.5,False,,869.0
972,9113,1627.5,717.5,False,,870.0
984,9332,1610.0,735.0,False,,870.0
1009,12413,1627.5,980.0,False,,866.0
