channel,electrode,x,y,stim,stim_unit,pad_id
16,8600,350.0,682.5,False,,1166.0
18,8588,140.0,682.5,False,,1162.0
28,8381,367.5,665.0,False,,1166.0
104,8598,315.0,682.5,False,,1165.0
116,8808,140.0,700.0,False,,1162.0
120,8597,297.5,682.5,False,,1165.0
124,8593,227.5,682.5,False,,1164.0
128,8587,122.5,682.5,False,,1162.0
168,8594,245.0,682.5,True,6,1164.0
172,8367,122.5,665.0,False,,1162.0
176,8590,175.0,682.5,False,,1163.0
224,8591,192.5,682.5,False,,1163.0
252,8601,367.5,682.5,False,,1166.0
260,8810,175.0,700.0,False,,1163.0
264,8374,245.0,665.0,False,,1164.0
