channel,electrode,x,y,stim,stim_unit,pad_id
642,20772,1610.0,1645.0,False,,1567.0
818,20553,1627.5,1627.5,False,,1567.0
858,22092,1610.0,1750.0,True,14,1565.0
862,22972,1610.0,1820.0,False,,1564.0
874,22753,1627.5,1802.5,False,,1564.0
878,23633,1627.5,1872.5,False,,1563.0
910,21432,1610.0,1697.5,False,,1566.0
914,22973,1627.5,1820.0,False,,1564.0
918,22093,1627.5,1750.0,False,,1565.0
998,23632,1610.0,1872.5,False,,1563.0
1002,22752,1610.0,1802.5,False,,1564.0
1010,21433,1627.5,1697.5,False,,1566.0
1015,22312,1610.0,1767.5,False,,1565.0
