channel,electrode,x,y,stim,stim_unit,pad_id
49,12473,2677.5,980.0,False,,137.0
693,4103,2502.5,315.0,False,,114.0
713,12472,2660.0,980.0,False,,137.0
741,10048,2590.0,787.5,False,,123.0
777,10268,2590.0,805.0,False,,123.0
803,12252,2660.0,962.5,False,,137.0
809,10047,2572.5,787.5,False,,123.0
821,3883,2502.5,297.5,True,18,114.0
825,6307,2572.5,490.0,False,,128.0
835,11587,2572.5,910.0,False,,121.0
857,4102,2485.0,315.0,False,,114.0
1013,6308,2590.0,490.0,False,,128.0
1017,11588,2590.0,910.0,False,,121.0
