channel,electrode,x,y,stim,stim_unit,pad_id
793,13759,2082.5,1085.0,False,,796.0
841,13978,2065.0,1102.5,False,,796.0
919,25193,1977.5,1995.0,True,31,798.0
923,25854,1995.0,2047.5,False,,797.0
926,23653,1977.5,1872.5,False,,800.0
927,24534,1995.0,1942.5,False,,799.0
931,24974,1995.0,1977.5,False,,798.0
981,13758,2065.0,1085.0,False,,796.0
989,13979,2082.5,1102.5,False,,796.0
1006,25194,1995.0,1995.0,False,,798.0
1010,24314,1995.0,1925.0,False,,799.0
1011,23654,1995.0,1872.5,False,,800.0
1014,26074,1995.0,2065.0,False,,797.0
