channel,electrode,x,y,stim,stim_unit,pad_id
109,13142,2835.0,1032.5,False,,170.0
641,7867,2922.5,612.5,False,,192.0
737,12922,2835.0,1015.0,False,,170.0
741,7866,2905.0,612.5,False,,192.0
773,11602,2835.0,910.0,False,,172.0
797,7646,2905.0,595.0,False,,192.0
809,13141,2817.5,1032.5,False,,170.0
853,9373,2327.5,735.0,False,,73.0
857,9153,2327.5,717.5,False,,73.0
869,9372,2310.0,735.0,False,,73.0
921,2548,2240.0,192.5,True,17,65.0
969,2549,2257.5,192.5,False,,65.0
1021,9374,2345.0,735.0,False,,73.0
