channel,electrode,x,y,stim,stim_unit,pad_id
690,15928,1540.0,1260.0,False,,1556.0
694,15267,1522.5,1207.5,False,,1557.0
782,26052,1610.0,2065.0,False,,1560.0
810,16147,1522.5,1277.5,False,,1556.0
830,25833,1627.5,2047.5,False,,1560.0
848,15488,1540.0,1225.0,False,,1557.0
854,14607,1522.5,1155.0,True,14,1558.0
858,15268,1540.0,1207.5,False,,1557.0
866,14388,1540.0,1137.5,False,,1558.0
952,13728,1540.0,1085.0,False,,1559.0
962,13948,1540.0,1102.5,False,,1559.0
966,16148,1540.0,1277.5,False,,1556.0
984,14608,1540.0,1155.0,False,,1558.0
1002,25832,1610.0,2047.5,False,,1560.0
