channel,electrode,x,y,stim,stim_unit,pad_id
115,21306,3255.0,1680.0,False,,561.0
403,23065,3237.5,1820.0,False,,559.0
415,22846,3255.0,1802.5,False,,559.0
419,23726,3255.0,1872.5,False,,558.0
423,24606,3255.0,1942.5,False,,557.0
559,22406,3255.0,1767.5,False,,560.0
563,21526,3255.0,1697.5,False,,561.0
583,23066,3255.0,1820.0,True,28,559.0
587,22186,3255.0,1750.0,False,,560.0
591,21525,3237.5,1697.5,False,,561.0
619,24605,3237.5,1942.5,False,,557.0
623,23725,3237.5,1872.5,False,,558.0
627,23946,3255.0,1890.0,False,,558.0
703,24386,3255.0,1925.0,False,,557.0
