channel,electrode,x,y,stim,stim_unit,pad_id
646,25809,1207.5,2047.5,True,13,1475.0
714,24488,1190.0,1942.5,False,,1477.0
722,13924,1120.0,1102.5,False,,1474.0
726,24929,1207.5,1977.5,False,,1476.0
738,25148,1190.0,1995.0,False,,1476.0
742,24268,1190.0,1925.0,False,,1477.0
758,24489,1207.5,1942.5,False,,1477.0
774,25149,1207.5,1995.0,False,,1476.0
782,24269,1207.5,1925.0,False,,1477.0
784,13704,1120.0,1085.0,False,,1474.0
862,25808,1190.0,2047.5,False,,1475.0
888,14364,1120.0,1137.5,False,,1473.0
