channel,electrode,x,y,stim,stim_unit,pad_id
662,21199,1382.5,1680.0,False,,1515.0
674,19659,1382.5,1557.5,False,,1517.0
682,19658,1365.0,1557.5,False,,1517.0
714,20538,1365.0,1627.5,False,,1516.0
726,19878,1365.0,1575.0,True,13,1517.0
758,20758,1365.0,1645.0,False,,1516.0
810,21198,1365.0,1680.0,False,,1515.0
838,21418,1365.0,1697.5,False,,1515.0
862,19218,1365.0,1522.5,False,,1518.0
874,18999,1382.5,1505.0,False,,1518.0
910,18338,1365.0,1452.5,False,,1519.0
1010,18339,1382.5,1452.5,False,,1519.0
