channel,electrode,x,y,stim,stim_unit,pad_id
4,12118,315.0,962.5,False,,1211.0
8,12114,245.0,962.5,False,,1210.0
12,12323,52.5,980.0,False,,1207.0
20,12324,70.0,980.0,False,,1207.0
24,12104,70.0,962.5,False,,1207.0
32,12117,297.5,962.5,False,,1211.0
64,12103,52.5,962.5,False,,1207.0
78,12335,262.5,980.0,False,,1210.0
82,12108,140.0,962.5,False,,1208.0
116,12110,175.0,962.5,True,6,1209.0
118,12327,122.5,980.0,False,,1208.0
216,12107,122.5,962.5,False,,1208.0
220,12111,192.5,962.5,False,,1209.0
224,12334,245.0,980.0,False,,1210.0
