channel,electrode,x,y,stim,stim_unit,pad_id
5,8553,3377.5,665.0,False,,354.0
29,9003,3552.5,700.0,False,,351.0
37,8776,3430.0,682.5,True,24,353.0
41,8784,3570.0,682.5,False,,351.0
45,8780,3500.0,682.5,False,,352.0
109,8997,3447.5,700.0,False,,353.0
129,8993,3377.5,700.0,False,,354.0
161,8989,3307.5,700.0,False,,355.0
165,8774,3395.0,682.5,False,,354.0
193,8560,3500.0,665.0,False,,352.0
209,8783,3552.5,682.5,False,,351.0
213,8770,3325.0,682.5,False,,355.0
245,8996,3430.0,700.0,False,,353.0
249,8781,3517.5,682.5,False,,352.0
397,9000,3500.0,700.0,False,,352.0
513,8777,3447.5,682.5,False,,353.0
521,8550,3325.0,665.0,False,,355.0
525,8990,3325.0,700.0,False,,355.0
541,8773,3377.5,682.5,False,,354.0
557,8769,3307.5,682.5,False,,355.0
