channel,electrode,x,y,stim,stim_unit,pad_id
133,4390,3675.0,332.5,False,,311.0
137,4394,3745.0,332.5,False,,310.0
141,4386,3605.0,332.5,False,,312.0
145,4611,3692.5,350.0,False,,311.0
149,4613,3727.5,350.0,False,,310.0
161,5053,3727.5,385.0,False,,314.0
165,5274,3745.0,402.5,False,,314.0
229,4607,3622.5,350.0,True,23,312.0
241,5057,3797.5,385.0,False,,313.0
293,4391,3692.5,332.5,False,,311.0
297,4387,3622.5,332.5,False,,312.0
337,4393,3727.5,332.5,False,,310.0
449,5273,3727.5,402.5,False,,314.0
457,4606,3605.0,350.0,False,,312.0
461,5054,3745.0,385.0,False,,314.0
473,4610,3675.0,350.0,False,,311.0
477,5277,3797.5,402.5,False,,313.0
489,5058,3815.0,385.0,False,,313.0
501,4614,3745.0,350.0,False,,310.0
