channel,electrode,x,y,stim,stim_unit,pad_id
227,24197,3797.5,1907.5,False,,510.0
231,23974,3745.0,1890.0,False,,509.0
235,23970,3675.0,1890.0,False,,508.0
239,23978,3815.0,1890.0,False,,510.0
283,23750,3675.0,1872.5,False,,508.0
287,23754,3745.0,1872.5,False,,509.0
291,23977,3797.5,1890.0,False,,510.0
299,23973,3727.5,1890.0,False,,509.0
303,24634,3745.0,1942.5,False,,511.0
307,24638,3815.0,1942.5,False,,512.0
439,24414,3745.0,1925.0,False,,511.0
463,23757,3797.5,1872.5,True,27,510.0
479,23971,3692.5,1890.0,False,,508.0
495,24413,3727.5,1925.0,False,,511.0
511,24417,3797.5,1925.0,False,,512.0
519,24637,3797.5,1942.5,False,,512.0
535,24633,3727.5,1942.5,False,,511.0
