channel,electrode,x,y,stim,stim_unit,pad_id
844,12197,1697.5,962.5,True,0,849.0
880,10877,1697.5,857.5,False,,851.0
884,11538,1715.0,910.0,False,,850.0
888,12418,1715.0,980.0,False,,849.0
896,11537,1697.5,910.0,False,,850.0
918,12198,1715.0,962.5,False,,849.0
924,13078,1715.0,1032.5,False,,848.0
932,982,1785.0,70.0,False,,847.0
940,13077,1697.5,1032.5,False,,848.0
972,10878,1715.0,857.5,False,,851.0
993,10657,1697.5,840.0,False,,851.0
1001,12417,1697.5,980.0,False,,849.0
1020,983,1802.5,70.0,False,,847.0
