channel,electrode,x,y,stim,stim_unit,pad_id
882,19247,1872.5,1522.5,False,,1620.0
903,15947,1872.5,1260.0,False,,1624.0
907,19246,1855.0,1522.5,False,,1620.0
919,19027,1872.5,1505.0,False,,1620.0
922,16827,1872.5,1330.0,False,,1623.0
930,17707,1872.5,1400.0,False,,1622.0
938,16166,1855.0,1277.5,False,,1624.0
939,18366,1855.0,1452.5,False,,1621.0
946,17706,1855.0,1400.0,False,,1622.0
950,16826,1855.0,1330.0,False,,1623.0
954,18367,1872.5,1452.5,False,,1621.0
973,17487,1872.5,1382.5,True,17,1622.0
982,16167,1872.5,1277.5,False,,1624.0
990,17047,1872.5,1347.5,False,,1623.0
1018,19026,1855.0,1505.0,False,,1620.0
