,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,648,1839,1382.5,140.0,False,,931.0,383
1,700,13053,1277.5,1032.5,False,,933.0,383
2,704,12173,1277.5,962.5,False,,934.0,383
3,712,1838,1365.0,140.0,False,,931.0,383
4,796,3158,1365.0,245.0,False,,929.0,383
5,832,1619,1382.5,122.5,True,0.0,931.0,383
6,836,3159,1382.5,245.0,False,,929.0,383
7,844,12174,1295.0,962.5,False,,934.0,383
8,932,12393,1277.5,980.0,False,,934.0,383
9,940,13054,1295.0,1032.5,False,,933.0,383
10,980,2498,1365.0,192.5,False,,930.0,383
11,984,1618,1365.0,122.5,False,,931.0,383
