,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,35,19351,3692.5,1522.5,True,24.0,473.0,1023
1,51,19130,3675.0,1505.0,False,,473.0,1023
2,59,19138,3815.0,1505.0,False,,475.0,1023
3,67,19353,3727.5,1522.5,False,,474.0,1023
4,71,19357,3797.5,1522.5,False,,475.0,1023
5,79,19131,3692.5,1505.0,False,,473.0,1023
6,83,19354,3745.0,1522.5,False,,474.0,1023
7,99,19126,3605.0,1505.0,False,,472.0,1023
8,103,19124,3570.0,1505.0,False,,471.0,1023
9,115,19343,3552.5,1522.5,False,,471.0,1023
10,119,19347,3622.5,1522.5,False,,472.0,1023
11,139,19344,3570.0,1522.5,False,,471.0,1023
12,143,19133,3727.5,1505.0,False,,474.0,1023
13,191,19134,3745.0,1505.0,False,,474.0,1023
14,219,19350,3675.0,1522.5,False,,473.0,1023
15,223,19127,3622.5,1505.0,False,,472.0,1023
16,227,19123,3552.5,1505.0,False,,471.0,1023
17,299,19137,3797.5,1505.0,False,,475.0,1023
