,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,24,16308,490.0,1295.0,False,,1252.0,555
1,66,16738,315.0,1330.0,False,,1255.0,555
2,86,16521,367.5,1312.5,True,8.0,1254.0,555
3,90,16513,227.5,1312.5,False,,1256.0,555
4,94,16298,315.0,1295.0,False,,1255.0,555
5,110,16518,315.0,1312.5,False,,1255.0,555
6,118,16514,245.0,1312.5,False,,1256.0,555
7,198,16301,367.5,1295.0,False,,1254.0,555
8,202,16297,297.5,1295.0,False,,1255.0,555
9,248,16304,420.0,1295.0,False,,1253.0,555
10,252,16527,472.5,1312.5,False,,1252.0,555
11,386,16528,490.0,1312.5,False,,1252.0,555
12,390,16305,437.5,1295.0,False,,1253.0,555
13,402,16524,420.0,1312.5,False,,1253.0,555
14,594,16307,472.5,1295.0,False,,1252.0,555
