,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,37,10062,2835.0,787.5,False,,174.0,767
1,585,8742,2835.0,682.5,False,,176.0,767
2,677,8741,2817.5,682.5,False,,176.0,767
3,685,5006,2905.0,385.0,False,,196.0,767
4,713,10061,2817.5,787.5,False,,174.0,767
5,741,4786,2905.0,367.5,False,,196.0,767
6,757,8521,2817.5,665.0,False,,176.0,767
7,809,12452,2310.0,980.0,False,,69.0,767
8,853,12453,2327.5,980.0,False,,69.0,767
9,893,5628,2240.0,437.5,False,,61.0,767
10,896,5408,2240.0,420.0,False,,61.0,767
11,925,5629,2257.5,437.5,True,17.0,61.0,767
12,933,12233,2327.5,962.5,False,,69.0,767
13,1009,8522,2835.0,665.0,False,,176.0,767
14,1017,4787,2922.5,367.5,False,,196.0,767
