,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,35,18439,3132.5,1452.5,False,,585.0,0
1,51,19319,3132.5,1522.5,False,,584.0,0
2,83,18658,3115.0,1470.0,False,,585.0,0
3,107,19099,3132.5,1505.0,False,,584.0,0
4,127,18438,3115.0,1452.5,False,,585.0,0
5,231,19318,3115.0,1522.5,False,,584.0,0
6,547,24375,3062.5,1925.0,False,,588.0,0
7,555,25255,3062.5,1995.0,False,,587.0,0
8,631,25474,3045.0,2012.5,False,,587.0,0
9,635,24594,3045.0,1942.5,False,,588.0,0
10,639,25914,3045.0,2047.5,False,,586.0,0
11,675,24595,3062.5,1942.5,False,,588.0,0
12,695,19098,3115.0,1505.0,False,,584.0,0
13,771,25915,3062.5,2047.5,True,29.0,586.0,0
14,775,25254,3045.0,1995.0,False,,587.0,0
15,779,24374,3045.0,1925.0,False,,588.0,0
16,783,26134,3045.0,2065.0,False,,586.0,0
