,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,650,18993,1277.5,1505.0,False,,1501.0,208
1,670,18994,1295.0,1505.0,True,13.0,1501.0,208
2,698,19873,1277.5,1575.0,False,,1500.0,208
3,706,20753,1277.5,1645.0,False,,1499.0,208
4,710,18333,1277.5,1452.5,False,,1502.0,208
5,714,17453,1277.5,1382.5,False,,1503.0,208
6,718,19213,1277.5,1522.5,False,,1501.0,208
7,754,19874,1295.0,1575.0,False,,1500.0,208
8,758,20533,1277.5,1627.5,False,,1499.0,208
9,838,17454,1295.0,1382.5,False,,1503.0,208
10,842,18334,1295.0,1452.5,False,,1502.0,208
11,854,20534,1295.0,1627.5,False,,1499.0,208
12,874,17673,1277.5,1400.0,False,,1503.0,208
