,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,27,18443,3202.5,1452.5,False,,574.0,252
1,39,18662,3185.0,1470.0,False,,574.0,252
2,95,18442,3185.0,1452.5,False,,574.0,252
3,435,25259,3132.5,1995.0,False,,576.0,252
4,523,23718,3115.0,1872.5,False,,578.0,252
5,527,25478,3115.0,2012.5,False,,576.0,252
6,531,24598,3115.0,1942.5,False,,577.0,252
7,607,24379,3132.5,1925.0,False,,577.0,252
8,611,25918,3115.0,2047.5,False,,575.0,252
9,615,25038,3115.0,1977.5,True,28.0,576.0,252
10,651,25258,3115.0,1995.0,False,,576.0,252
11,655,26138,3115.0,2065.0,False,,575.0,252
12,659,24378,3115.0,1925.0,False,,577.0,252
13,667,25919,3132.5,2047.5,False,,575.0,252
14,739,23938,3115.0,1890.0,False,,578.0,252
15,751,23719,3132.5,1872.5,False,,578.0,252
