,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,799,23013,2327.5,1820.0,False,,733.0,703
1,807,23893,2327.5,1890.0,False,,732.0,703
2,883,23672,2310.0,1872.5,False,,732.0,703
3,887,25213,2327.5,1995.0,False,,730.0,703
4,891,24333,2327.5,1925.0,True,30.0,731.0,703
5,899,24553,2327.5,1942.5,False,,731.0,703
6,931,25212,2310.0,1995.0,False,,730.0,703
7,935,25873,2327.5,2047.5,False,,729.0,703
8,943,24993,2327.5,1977.5,False,,730.0,703
9,951,26093,2327.5,2065.0,False,,729.0,703
10,979,23012,2310.0,1820.0,False,,733.0,703
11,983,23673,2327.5,1872.5,False,,732.0,703
12,991,22793,2327.5,1802.5,False,,733.0,703
