,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,21,15336,2730.0,1207.5,False,,658.0,156
1,93,14457,2747.5,1137.5,False,,659.0,156
2,643,26113,2677.5,2065.0,False,,661.0,156
3,647,25012,2660.0,1977.5,False,,662.0,156
4,679,14017,2747.5,1102.5,False,,660.0,156
5,697,14676,2730.0,1155.0,False,,659.0,156
6,701,15337,2747.5,1207.5,False,,658.0,156
7,705,13796,2730.0,1085.0,True,19.0,660.0,156
8,727,25892,2660.0,2047.5,False,,661.0,156
9,771,25233,2677.5,1995.0,False,,662.0,156
10,815,14016,2730.0,1102.5,False,,660.0,156
11,851,13797,2747.5,1085.0,False,,660.0,156
12,859,25893,2677.5,2047.5,False,,661.0,156
13,863,14677,2747.5,1155.0,False,,659.0,156
14,871,26112,2660.0,2065.0,False,,661.0,156
15,875,25232,2660.0,1995.0,False,,662.0,156
16,895,15557,2747.5,1225.0,False,,658.0,156
