,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,1,16694,3395.0,1312.5,False,,438.0,1023
1,5,16690,3325.0,1312.5,True,24.0,437.0,1023
2,13,16687,3272.5,1312.5,False,,436.0,1023
3,21,16467,3272.5,1295.0,False,,436.0,1023
4,27,16463,3202.5,1295.0,False,,435.0,1023
5,35,16476,3430.0,1295.0,False,,439.0,1023
6,39,16682,3185.0,1312.5,False,,435.0,1023
7,43,16686,3255.0,1312.5,False,,436.0,1023
8,79,16697,3447.5,1312.5,False,,439.0,1023
9,207,16477,3447.5,1295.0,False,,439.0,1023
10,531,16696,3430.0,1312.5,False,,439.0,1023
11,535,16473,3377.5,1295.0,False,,438.0,1023
12,563,16469,3307.5,1295.0,False,,437.0,1023
13,603,16693,3377.5,1312.5,False,,438.0,1023
14,607,16470,3325.0,1295.0,False,,437.0,1023
15,619,16689,3307.5,1312.5,False,,437.0,1023
16,635,16466,3255.0,1295.0,False,,436.0,1023
