,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,720,6893,1277.5,542.5,False,,941.0,351
1,728,7773,1277.5,612.5,False,,940.0,351
2,784,8434,1295.0,665.0,True,1.0,939.0,351
3,788,9314,1295.0,735.0,False,,938.0,351
4,820,9973,1277.5,787.5,False,,937.0,351
5,832,9313,1277.5,735.0,False,,938.0,351
6,840,8433,1277.5,665.0,False,,939.0,351
7,844,9094,1295.0,717.5,False,,938.0,351
8,848,9974,1295.0,787.5,False,,937.0,351
9,948,6894,1295.0,542.5,False,,941.0,351
10,980,7774,1295.0,612.5,False,,940.0,351
