,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,581,5437,2747.5,420.0,False,,163.0,767
1,613,3462,2835.0,262.5,False,,183.0,767
2,649,3461,2817.5,262.5,False,,183.0,767
3,669,5002,2835.0,385.0,False,,181.0,767
4,673,5656,2730.0,437.5,False,,163.0,767
5,685,4781,2817.5,367.5,False,,181.0,767
6,713,4782,2835.0,367.5,False,,181.0,767
7,717,3241,2817.5,245.0,False,,183.0,767
8,821,5657,2747.5,437.5,False,,163.0,767
9,845,8493,2327.5,665.0,False,,74.0,767
10,849,3242,2835.0,245.0,False,,183.0,767
11,869,1894,2345.0,140.0,True,18.0,83.0,767
12,885,1893,2327.5,140.0,False,,83.0,767
13,900,1892,2310.0,140.0,False,,83.0,767
14,901,1673,2327.5,122.5,False,,83.0,767
