,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,37,10520,3150.0,822.5,False,,379.0,1023
1,41,11657,3797.5,910.0,True,24.0,380.0,1023
2,45,11653,3727.5,910.0,False,,381.0,1023
3,49,11430,3675.0,892.5,False,,382.0,1023
4,53,11438,3815.0,892.5,False,,380.0,1023
5,57,11434,3745.0,892.5,False,,381.0,1023
6,69,11437,3797.5,892.5,False,,380.0,1023
7,95,10524,3220.0,822.5,False,,378.0,1023
8,105,11650,3675.0,910.0,False,,382.0,1023
9,109,11214,3745.0,875.0,False,,381.0,1023
10,121,10522,3185.0,822.5,False,,378.0,1023
11,193,11654,3745.0,910.0,False,,381.0,1023
12,201,11431,3692.5,892.5,False,,382.0,1023
13,229,10523,3202.5,822.5,False,,378.0,1023
14,233,11433,3727.5,892.5,False,,381.0,1023
15,237,10519,3132.5,822.5,False,,379.0,1023
16,245,10299,3132.5,805.0,False,,379.0,1023
17,249,10303,3202.5,805.0,False,,378.0,1023
18,589,10300,3150.0,805.0,False,,379.0,1023
