,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,11,22206,3605.0,1750.0,False,,497.0,343
1,75,21338,3815.0,1680.0,False,,495.0,343
2,87,21557,3797.5,1697.5,False,,495.0,343
3,99,22214,3745.0,1750.0,False,,499.0,343
4,107,22210,3675.0,1750.0,False,,498.0,343
5,143,22213,3727.5,1750.0,False,,499.0,343
6,147,21990,3675.0,1732.5,False,,498.0,343
7,151,21986,3605.0,1732.5,True,26.0,497.0,343
8,155,21994,3745.0,1732.5,False,,499.0,343
9,167,21337,3797.5,1680.0,False,,495.0,343
10,195,21987,3622.5,1732.5,False,,497.0,343
11,199,21983,3552.5,1732.5,False,,496.0,343
12,203,21991,3692.5,1732.5,False,,498.0,343
13,247,21993,3727.5,1732.5,False,,499.0,343
14,427,22203,3552.5,1750.0,False,,496.0,343
15,439,21984,3570.0,1732.5,False,,496.0,343
16,455,22207,3622.5,1750.0,False,,497.0,343
17,483,22211,3692.5,1750.0,False,,498.0,343
18,515,22204,3570.0,1750.0,False,,496.0,343
