,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,14,8584,70.0,682.5,False,,1161.0,538
1,44,7720,350.0,612.5,False,,1157.0,538
2,54,7728,490.0,612.5,False,,1159.0,538
3,84,7948,490.0,630.0,False,,1159.0,538
4,124,7947,472.5,630.0,True,6.0,1159.0,538
5,152,7725,437.5,612.5,False,,1158.0,538
6,164,7944,420.0,630.0,False,,1158.0,538
7,208,7942,385.0,630.0,False,,1157.0,538
8,216,8583,52.5,682.5,False,,1161.0,538
9,236,7721,367.5,612.5,False,,1157.0,538
10,248,7940,350.0,630.0,False,,1157.0,538
11,252,7724,420.0,612.5,False,,1158.0,538
12,432,7731,542.5,612.5,False,,1160.0,538
13,448,7727,472.5,612.5,False,,1159.0,538
14,732,7945,437.5,630.0,False,,1158.0,538
