,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,580,6210,875.0,490.0,False,,1021.0,351
1,584,6871,892.5,542.5,False,,1020.0,351
2,588,7751,892.5,612.5,False,,1019.0,351
3,604,5331,892.5,420.0,False,,1022.0,351
4,632,4671,892.5,367.5,False,,1023.0,351
5,668,6211,892.5,490.0,True,1.0,1021.0,351
6,688,5330,875.0,420.0,False,,1022.0,351
7,720,6870,875.0,542.5,False,,1020.0,351
8,728,4670,875.0,367.5,False,,1023.0,351
9,792,7750,875.0,612.5,False,,1019.0,351
10,828,7531,892.5,595.0,False,,1019.0,351
