,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,520,1810,875.0,140.0,False,,1027.0,351
1,628,4010,875.0,315.0,False,,1024.0,351
2,636,3130,875.0,245.0,False,,1025.0,351
3,640,2470,875.0,192.5,True,1.0,1026.0,351
4,644,1590,875.0,122.5,False,,1027.0,351
5,672,931,892.5,70.0,False,,1028.0,351
6,732,1591,892.5,122.5,False,,1027.0,351
7,736,930,875.0,70.0,False,,1028.0,351
8,740,3791,892.5,297.5,False,,1024.0,351
9,772,4011,892.5,315.0,False,,1024.0,351
10,780,3131,892.5,245.0,False,,1025.0,351
